uv,ocr,search,sellingpoint,payment,material,placement
62.1211,0.0425,0.0036,Discount,cpd,swf,uncertained
5.3064,0.1857,0.0,Price Drop,cpc,gif,sub-banner
35.0469,0.2222,0.0076,Price Drop,cpc,jpg,banner
0.6945,0.0168,0.0093,Discount,cpm,swf,tips
809.3724,0.0382,0.0042,Discount,cpm,swf,tips
4.7949,0.0785,0.0,Price Drop,cpc,gif,sub-banner
314.63,0.1761,0.0163,Discount,cpm,jpg,tips
840.8684,0.0014,0.0004,Discount,cpm,swf,tips
475.9784,0.0065,0.0033,Discount,cpm,swf,tips
400.0801,0.0055,0.002,Discount,cpm,swf,tips
4.8501,0.0901,0.0,Price Drop,cpc,gif,sub-banner
707.3808,0.0119,0.0018,Discount,cpm,swf,tips
381.7448,0.0292,0.0034,Discount,cpm,swf,tips
26.73,0.0063,0.0044,Gift with Purchase,cpm,jpg,tips
4.6236,0.0899,0.0017,Spend & Save,cpc,jpg,banner
247.7801,0.003,0.0017,Flash Sale,roi,jpg,uncertained
882.3462,0.01,0.0014,Spend & Save,cpd,jpg,sub-banner
0.69,0.0001,0.0106,Discount,cpm,swf,tips
87.2614,0.2192,0.0108,Price Drop,cpc,jpg,banner
26.3137,0.062,0.0086,Gift with Purchase,cpm,jpg,tips
400.076,0.0057,0.002,Discount,cpm,swf,tips
20.723,0.0096,0.004,Flash Sale,cpm,jpg,tips
52.0643,0.2602,0.0067,Discount,cpd,swf,uncertained
155.5573,0.2357,0.0111,Spend & Save,cpc,jpg,banner
5.2078,0.1651,0.0,Price Drop,cpc,gif,sub-banner
396.8812,0.304,0.0116,Spend & Save,cpc,jpg,banner
222.0403,0.0698,0.0104,Cash/Coupon-Back,cpc,jpg,sub-banner
258.4124,0.01,0.0007,Spend & Save,roi,swf,uncertained
64.257,0.0323,0.0044,Discount,cpd,swf,uncertained
5.3476,0.1944,0.0,Price Drop,cpc,gif,sub-banner
120.5465,0.3272,0.0098,Spend & Save,cpc,jpg,banner
488.9499,0.0016,0.0041,Discount,cpm,swf,uncertained
5.1123,0.1451,0.0,Price Drop,cpc,gif,sub-banner
0.7497,0.3185,0.0001,Discount,cpm,swf,tips
693.2783,0.0152,0.004,Flash Sale,cpm,swf,tips
19.2351,0.0084,0.004,Flash Sale,roi,jpg,uncertained
751.0488,0.0148,0.0014,Discount,roi,swf,uncertained
35.3498,0.2489,0.0062,Spend & Save,cpc,jpg,banner
2.6351,0.0245,0.002,Discount,cpm,swf,tips
1023.4241,0.1347,0.0082,Spend & Save,cpc,jpg,banner
61.6313,0.0493,0.0041,Discount,cpd,swf,uncertained
24.4924,0.1518,0.0042,Spend & Save,cpc,jpg,banner
63.7303,0.1788,0.0166,Cash/Coupon-Back,cpc,jpg,sub-banner
475.9532,0.0065,0.0033,Discount,cpm,swf,tips
20.4885,0.1636,0.0137,Spend & Save,cpc,jpg,banner
12.9776,0.2552,0.0171,Cash/Coupon-Back,cpc,jpg,sub-banner
4.8486,0.0898,0.0,Price Drop,cpc,gif,sub-banner
606.0579,0.0028,0.0004,Flash Sale,roi,swf,uncertained
64.4828,0.0308,0.0044,Discount,cpd,swf,uncertained
4.7623,0.0717,0.0,Price Drop,cpc,gif,sub-banner
18.2412,0.1304,0.0056,Gift with Purchase,cpc,jpg,banner
199.7883,0.001,0.0001,Discount,roi,swf,uncertained
38.4319,0.0495,0.002,Discount,cpm,swf,uncertained
12.6925,0.0011,0.0012,Flash Sale,cpc,jpg,banner
3.5556,0.0164,0.0013,Gift with Purchase,cpc,jpg,banner
473.6436,0.2254,0.0102,Spend & Save,cpc,jpg,banner
802.5773,0.0344,0.0043,Discount,cpm,swf,tips
881.704,0.0045,0.0005,Price Drop,roi,swf,uncertained
18.4463,0.083,0.007,Gift with Purchase,cpc,jpg,banner
1019.5152,0.2257,0.0072,Discount,cpm,swf,tips
397.2377,0.2859,0.0165,Spend & Save,cpc,jpg,banner
2.5758,0.0807,0.0068,Discount,cpm,swf,tips
63.0444,0.15,0.0116,Spend & Save,cpc,jpg,banner
4.5523,0.0277,0.0,Price Drop,cpc,gif,sub-banner
75.3022,0.0695,0.0042,Discount,cpd,swf,uncertained
226.7803,0.2605,0.0135,Cash/Coupon-Back,cpc,jpg,sub-banner
107.4653,0.0525,0.0023,Discount,cpd,swf,uncertained
402.0235,0.2662,0.0134,Spend & Save,cpc,jpg,banner
650.5183,0.0061,0.0003,Flash Sale,roi,swf,uncertained
26.0981,0.0766,0.0079,Gift with Purchase,cpm,jpg,tips
493.1995,0.0098,0.0033,Gift with Purchase,cpm,swf,uncertained
31.8112,0.0956,0.0104,Spend & Save,cpc,jpg,banner
18.5098,0.0852,0.0066,Gift with Purchase,cpc,jpg,banner
772.6927,0.0134,0.0015,Discount,roi,jpg,uncertained
504.6004,0.0073,0.0016,Spend & Save,cpm,swf,tips
234.853,0.0558,0.0025,Spend & Save,cpc,jpg,banner
26.4106,0.0869,0.0082,Gift with Purchase,cpm,jpg,tips
688.7496,0.0198,0.0041,Discount,cpm,swf,tips
348.7712,0.0315,0.0021,Discount,cpm,swf,tips
0.79,0.2997,0.0125,Spend & Save,cpc,jpg,banner
0.75,0.3199,0.0,Discount,cpm,swf,tips
5.4306,0.2117,0.0,Price Drop,cpc,gif,sub-banner
54.4333,0.1515,0.0021,Spend & Save,cpc,jpg,banner
8.5754,0.0811,0.0083,Flash Sale,cpd,jpg,sub-banner
261.9483,0.0121,0.0012,Discount,roi,swf,uncertained
469.5107,0.2556,0.0115,Spend & Save,cpc,jpg,banner
136.97,0.01,0.0022,Price Drop,cpc,jpg,sub-banner
652.4771,0.0207,0.0051,Spend & Save,cpc,swf,tips
77.4427,0.0772,0.0042,Discount,cpd,swf,uncertained
5.4205,0.2096,0.0,Price Drop,cpc,gif,sub-banner
843.1314,0.0033,0.0009,Discount,cpm,swf,tips
4.4326,0.0026,0.0,Price Drop,cpc,gif,sub-banner
16.232,0.1469,0.0108,Gift with Purchase,cpm,jpg,tips
4.4327,0.0027,0.0,Price Drop,cpc,gif,sub-banner
797.3423,0.0614,0.0047,Discount,cpm,swf,tips
7.6248,0.2663,0.0064,Discount,cpd,swf,uncertained
478.2938,0.0054,0.0036,Discount,cpm,swf,uncertained
27.907,0.0976,0.0109,Gift with Purchase,cpd,jpg,sub-banner
49.5275,0.0212,0.0022,Gift with Purchase,cpm,jpg,tips
430.4,0.01,0.0,Price Drop,roi,swf,uncertained
688.8417,0.0198,0.0041,Discount,cpm,swf,tips
4.4361,0.0034,0.0,Price Drop,cpc,gif,sub-banner
840.6764,0.001,0.001,Discount,cpm,swf,tips
810.3582,0.0396,0.0042,Discount,cpm,swf,tips
274.2441,0.0043,0.0004,Price Drop,roi,swf,uncertained
62.5774,0.15,0.0111,Spend & Save,cpc,jpg,banner
3.8991,0.0617,0.0108,Gift with Purchase,cpc,jpg,banner
8.4036,0.0181,0.0018,Flash Sale,cpc,jpg,banner
1012.5323,0.0371,0.0022,Discount,cpm,swf,tips
5.3616,0.1973,0.0,Price Drop,cpc,gif,sub-banner
14.5506,0.1944,0.0047,Discount,cpd,swf,uncertained
4.7007,0.1042,0.0023,Spend & Save,cpc,jpg,banner
260.9358,0.0111,0.001,Discount,roi,swf,uncertained
1023.0407,0.2439,0.0076,Discount,cpm,swf,tips
49.1936,0.0217,0.0024,Gift with Purchase,cpm,jpg,tips
1.8722,0.1014,0.0212,Gift with Purchase,cpc,swf,tips
5.3669,0.1984,0.0,Price Drop,cpc,gif,sub-banner
5.0679,0.1358,0.0,Price Drop,cpc,gif,sub-banner
669.2084,0.01,0.0018,Discount,roi,swf,uncertained
8.6647,0.0546,0.0034,Spend & Save,cpc,jpg,banner
5.1884,0.161,0.0,Price Drop,cpc,gif,sub-banner
18.6599,0.1036,0.0069,Gift with Purchase,cpc,jpg,banner
4.1286,0.0444,0.0111,Gift with Purchase,cpc,jpg,banner
2.7994,0.0002,0.0,Discount,cpm,swf,tips
8.9209,0.1887,0.0189,Flash Sale,roi,jpg,uncertained
501.923,0.0096,0.0021,Spend & Save,cpm,swf,tips
38.785,0.0471,0.0016,Discount,cpm,swf,uncertained
269.2912,0.0306,0.0011,Discount,cpd,jpg,sub-banner
116.9963,0.2475,0.0116,Spend & Save,cpc,jpg,banner
221.3819,0.0812,0.0029,Discount,cpd,jpg,sub-banner
258.421,0.0075,0.0011,Price Drop,roi,jpg,uncertained
845.8438,0.0045,0.0007,Discount,cpm,swf,tips
589.8225,0.0055,0.0007,Discount,roi,swf,uncertained
1022.8852,0.243,0.0076,Discount,cpm,swf,tips
724.3535,0.0101,0.0036,Spend & Save,cpd,jpg,sub-banner
71.245,0.0309,0.0022,Flash Sale,cpm,swf,tips
501.5859,0.0099,0.0021,Spend & Save,cpm,swf,tips
479.7505,0.0089,0.0013,Discount,cpm,swf,tips
5.2732,0.1788,0.0,Price Drop,cpc,gif,sub-banner
7.8099,0.2649,0.0121,Gift with Purchase,cpc,jpg,banner
452.3774,0.0031,0.0027,Discount,roi,swf,uncertained
68.9804,0.0124,0.0011,Discount,cpm,swf,uncertained
46.1886,0.1989,0.0128,Gift with Purchase,cpc,jpg,banner
81.8338,0.0233,0.0266,Price Drop,roi,swf,uncertained
0.6904,0.0024,0.0105,Discount,cpm,swf,tips
1012.6027,0.1719,0.0056,Discount,cpm,swf,tips
12.71,0.24,0.0188,Spend & Save,cpc,jpg,banner
56.1886,0.0238,0.0039,Discount,cpd,swf,uncertained
31.5319,0.0045,0.0034,Flash Sale,roi,jpg,uncertained
397.2356,0.2873,0.0167,Spend & Save,cpc,jpg,banner
119.9813,0.0072,0.0007,Discount,roi,jpg,uncertained
5.0261,0.127,0.0,Price Drop,cpc,gif,sub-banner
1.5598,0.0042,0.0,Spend & Save,cpc,jpg,banner
1019.2227,0.2069,0.0066,Discount,cpm,swf,tips
1.9584,0.0737,0.0,Spend & Save,cpc,jpg,banner
4.442,0.0046,0.0,Price Drop,cpc,gif,sub-banner
2.4377,0.1961,0.004,Spend & Save,cpc,jpg,banner
5.3374,0.1922,0.0,Price Drop,cpc,gif,sub-banner
48.5392,0.2244,0.0151,Gift with Purchase,cpc,jpg,banner
4.831,0.0861,0.0,Price Drop,cpc,gif,sub-banner
0.9844,0.2428,0.008,Spend & Save,cpc,jpg,banner
56.2067,0.024,0.0039,Discount,cpd,swf,uncertained
19.2385,0.2491,0.0145,Gift with Purchase,cpc,jpg,banner
103.954,0.163,0.0109,Cash/Coupon-Back,cpc,jpg,sub-banner
51.4938,0.1438,0.009,Discount,cpd,swf,tips
536.694,0.012,0.0021,Flash Sale,roi,jpg,uncertained
29.6218,0.1448,0.0131,Gift with Purchase,cpc,jpg,banner
58.3768,0.0507,0.0034,Discount,cpd,swf,uncertained
5.1677,0.1567,0.0,Price Drop,cpc,gif,sub-banner
26.119,0.0726,0.008,Gift with Purchase,cpm,jpg,tips
225.9953,0.0932,0.0036,Discount,cpd,swf,uncertained
1032.8756,0.1153,0.0041,Discount,cpm,swf,tips
2.4325,0.1248,0.004,Spend & Save,cpc,jpg,banner
62.1452,0.0421,0.0036,Discount,cpd,swf,uncertained
5.1264,0.148,0.0,Price Drop,cpc,gif,sub-banner
18.078,0.0702,0.0091,Gift with Purchase,cpc,jpg,banner
5.2183,0.1673,0.0,Price Drop,cpc,gif,sub-banner
347.0113,0.0316,0.002,Discount,cpm,swf,tips
404.6125,0.0083,0.0007,Discount,cpm,swf,tips
688.7599,0.0198,0.0041,Discount,cpm,swf,tips
14.5486,0.0441,0.0068,Flash Sale,roi,jpg,uncertained
389.7462,0.0238,0.0025,Discount,cpm,swf,tips
838.3022,0.0016,0.0007,Discount,cpm,swf,tips
1.7837,0.2677,0.014,Spend & Save,cpc,jpg,banner
118.6486,0.2442,0.0058,Discount,cpd,swf,uncertained
29.4205,0.1303,0.0127,Gift with Purchase,cpc,jpg,banner
582.3451,0.0053,0.0021,Discount,cpd,jpg,sub-banner
268.8461,0.0096,0.0006,Discount,roi,jpg,uncertained
55.1247,0.0685,0.0068,Discount,cpd,swf,tips
5.109,0.1444,0.0,Price Drop,cpc,gif,sub-banner
840.3339,0.0006,0.001,Discount,cpm,swf,tips
9.857,0.0498,0.007,Flash Sale,roi,jpg,uncertained
4.6952,0.0577,0.0,Price Drop,cpc,gif,sub-banner
838.3537,0.0009,0.0011,Discount,cpm,swf,tips
8.4846,0.0197,0.0019,Flash Sale,cpc,jpg,banner
4.7017,0.1044,0.0023,Spend & Save,cpc,jpg,banner
704.1623,0.0116,0.0025,Discount,cpm,swf,tips
5.5901,0.12,0.0004,Gift with Purchase,roi,jpg,uncertained
613.0526,0.0196,0.0013,Price Drop,cpm,swf,tips
404.7166,0.0084,0.0007,Discount,cpm,swf,tips
118.823,0.2389,0.0061,Discount,cpd,swf,uncertained
78.84,0.01,0.0055,Price Drop,cpc,jpg,sub-banner
61.8773,0.0458,0.0038,Discount,cpd,swf,uncertained
4.01,0.12,0.0018,Gift with Purchase,roi,jpg,uncertained
9.2078,0.1511,0.0076,Gift with Purchase,cpc,jpg,banner
4.4869,0.014,0.0,Price Drop,cpc,gif,sub-banner
58.4021,0.0511,0.0035,Discount,cpd,swf,uncertained
5.0537,0.1328,0.0,Price Drop,cpc,gif,sub-banner
0.7527,0.0205,0.0132,Spend & Save,cpc,jpg,banner
57.5385,0.0546,0.0063,Price Drop,cpm,swf,tips
1.7613,0.2714,0.0126,Spend & Save,cpc,jpg,banner
2.6552,0.0476,0.004,Discount,cpm,swf,tips
5.4594,0.2178,0.0,Price Drop,cpc,gif,sub-banner
224.1654,0.0879,0.0027,Discount,cpd,swf,tips
5.0706,0.1363,0.0,Price Drop,cpc,gif,sub-banner
124.4087,0.1108,0.0069,Spend & Save,cpc,jpg,banner
38.8014,0.047,0.0016,Discount,cpm,swf,uncertained
153.9316,0.0794,0.004,Spend & Save,cpm,jpg,tips
118.5429,0.2474,0.0056,Discount,cpd,swf,uncertained
0.7293,0.2095,0.0036,Discount,cpm,swf,tips
441.4577,0.1901,0.0118,Spend & Save,cpc,jpg,banner
208.4284,0.2218,0.0101,Spend & Save,cpc,jpg,banner
9.8424,0.1857,0.0115,Gift with Purchase,cpc,jpg,banner
4.6412,0.0464,0.0,Price Drop,cpc,gif,sub-banner
1014.9174,0.1924,0.0063,Discount,cpm,swf,tips
449.9317,0.0019,0.0027,Discount,roi,swf,uncertained
2.7695,0.0078,0.0006,Discount,cpm,swf,tips
52.9925,0.2018,0.006,Discount,cpd,swf,uncertained
4.9524,0.1116,0.0,Price Drop,cpc,gif,sub-banner
222.8002,0.0911,0.0043,Discount,cpd,jpg,tips
299.5666,0.0021,0.0004,Discount,roi,swf,uncertained
4.8362,0.0872,0.0,Price Drop,cpc,gif,sub-banner
5.111,0.1448,0.0,Price Drop,cpc,gif,sub-banner
4.8576,0.0917,0.0,Price Drop,cpc,gif,sub-banner
743.852,0.01,0.0024,Discount,roi,swf,uncertained
837.7653,0.0001,0.0013,Discount,cpm,swf,tips
2.321,0.0016,0.0042,Spend & Save,cpc,jpg,banner
513.3057,0.0103,0.0002,Price Drop,cpm,swf,tips
711.068,0.01,0.0014,Discount,cpm,swf,tips
499.7335,0.0112,0.0023,Price Drop,cpm,jpg,sub-banner
1018.3999,0.2184,0.0069,Discount,cpm,swf,tips
38.7853,0.0471,0.0016,Discount,cpm,swf,uncertained
62.9751,0.0371,0.0037,Discount,cpd,swf,uncertained
513.539,0.0227,0.0004,Price Drop,cpm,swf,tips
8.5193,0.0004,0.0,Flash Sale,cpc,jpg,banner
66.3832,0.007,0.0026,Flash Sale,roi,jpg,tips
397.1279,0.2481,0.0111,Spend & Save,cpc,jpg,banner
845.4308,0.003,0.0005,Discount,cpm,swf,tips
379.3449,0.0138,0.0022,Discount,cpm,swf,tips
249.9561,0.0147,0.0013,Price Drop,cpd,jpg,sub-banner
67.2561,0.0011,0.0006,Flash Sale,roi,jpg,tips
259.7864,0.1029,0.0089,Cash/Coupon-Back,cpc,jpg,sub-banner
589.8641,0.0008,0.0002,Discount,roi,swf,uncertained
8.2207,0.2758,0.0068,Discount,cpd,swf,uncertained
747.163,0.014,0.0018,Discount,roi,swf,uncertained
764.1276,0.0123,0.0007,Discount,cpm,swf,tips
125.3521,0.1858,0.0129,Spend & Save,cpc,jpg,banner
125.4305,0.057,0.0038,Spend & Save,cpc,jpg,banner
124.469,0.114,0.0075,Flash Sale,cpd,jpg,sub-banner
378.2121,0.0187,0.0036,Flash Sale,roi,jpg,uncertained
30.7226,0.1465,0.0137,Gift with Purchase,cpc,jpg,banner
26.458,0.0979,0.0081,Gift with Purchase,cpm,jpg,tips
4.6475,0.0477,0.0,Price Drop,cpc,gif,sub-banner
58.0479,0.2214,0.0121,Spend & Save,cpc,jpg,banner
104.2507,0.0027,0.001,Flash Sale,roi,jpg,uncertained
5.323,0.1892,0.0,Price Drop,cpc,gif,sub-banner
398.0595,0.009,0.0022,Discount,cpm,swf,tips
8.4145,0.0581,0.0035,Spend & Save,cpc,jpg,banner
737.3524,0.13,0.009,Cash/Coupon-Back,cpc,jpg,sub-banner
3.5586,0.0157,0.0012,Gift with Purchase,cpc,jpg,banner
1039.9466,0.172,0.0056,Discount,cpm,swf,tips
15.6103,0.2056,0.006,Gift with Purchase,cpm,jpg,tips
723.7089,0.01,0.0017,Gift with Purchase,cpm,swf,tips
37.1895,0.0593,0.0042,Discount,cpd,swf,tips
20.7606,0.01,0.0043,Flash Sale,cpm,jpg,tips
18.355,0.0798,0.0075,Gift with Purchase,cpc,jpg,banner
699.2994,0.0101,0.004,Spend & Save,cpd,swf,tips
647.5731,0.003,0.0004,Flash Sale,cpm,swf,tips
16.5304,0.1853,0.0037,Gift with Purchase,cpd,jpg,sub-banner
4.9413,0.1092,0.0,Price Drop,cpc,gif,sub-banner
0.7014,0.0003,0.0046,Discount,cpm,swf,tips
751.1143,0.0146,0.0014,Discount,roi,swf,uncertained
37.3501,0.0566,0.0034,Discount,cpd,swf,uncertained
4.9022,0.101,0.0,Price Drop,cpc,gif,sub-banner
5.4369,0.2131,0.0,Price Drop,cpc,gif,sub-banner
4.6372,0.0455,0.0,Price Drop,cpc,gif,sub-banner
4.624,0.0427,0.0,Price Drop,cpc,gif,sub-banner
49.5131,0.28,0.0191,Spend & Save,cpc,jpg,banner
607.8699,0.0071,0.0005,Flash Sale,roi,swf,uncertained
59.75,0.14,0.0184,Cash/Coupon-Back,cpc,jpg,sub-banner
5.0598,0.1474,0.0032,Discount,cpd,jpg,tips
806.5577,0.0344,0.0043,Discount,cpm,swf,tips
54.0803,0.1573,0.0026,Spend & Save,cpc,jpg,banner
397.25,0.29,0.0174,Spend & Save,cpc,jpg,banner
4.596,0.0369,0.0,Price Drop,cpc,gif,sub-banner
26.325,0.09,0.008,Gift with Purchase,cpm,jpg,tips
13.0075,0.2214,0.0054,Discount,cpd,swf,uncertained
404.0331,0.0078,0.0009,Discount,cpm,swf,tips
214.6331,0.1409,0.0105,Spend & Save,cpc,jpg,banner
399.7847,0.0043,0.0021,Discount,cpm,swf,tips
9.832,0.052,0.0072,Flash Sale,roi,jpg,uncertained
19.2358,0.0084,0.004,Flash Sale,roi,jpg,uncertained
58.7743,0.0534,0.0035,Discount,cpd,swf,uncertained
657.9849,0.0384,0.0014,Discount,roi,swf,uncertained
27.796,0.0942,0.0093,Gift with Purchase,cpd,jpg,sub-banner
586.6126,0.0039,0.001,Flash Sale,roi,jpg,uncertained
414.6289,0.0358,0.0059,Flash Sale,roi,jpg,uncertained
4.8067,0.081,0.0,Price Drop,cpc,gif,sub-banner
405.7616,0.0254,0.0043,Flash Sale,roi,jpg,uncertained
133.8333,0.0003,0.0006,Flash Sale,roi,jpg,uncertained
15.7497,0.2622,0.0047,Gift with Purchase,cpm,jpg,tips
0.7611,0.0832,0.013,Spend & Save,cpc,jpg,banner
49.5364,0.2812,0.0194,Spend & Save,cpc,jpg,banner
4.9203,0.1048,0.0,Price Drop,cpc,gif,sub-banner
70.652,0.0262,0.0019,Flash Sale,cpm,swf,tips
475.979,0.0065,0.0033,Discount,cpm,swf,tips
380.2561,0.0096,0.002,Discount,cpm,swf,tips
4.4571,0.0078,0.0,Price Drop,cpc,gif,sub-banner
400.1281,0.0042,0.002,Discount,cpm,swf,tips
26.3512,0.0728,0.0084,Gift with Purchase,cpm,jpg,tips
24.567,0.1527,0.0044,Spend & Save,cpc,jpg,banner
19.3226,0.2718,0.0157,Gift with Purchase,cpc,jpg,banner
5.2042,0.1643,0.0,Price Drop,cpc,gif,sub-banner
5.1612,0.1553,0.0,Price Drop,cpc,gif,sub-banner
5.1987,0.1632,0.0,Price Drop,cpc,gif,sub-banner
61.5801,0.05,0.0041,Discount,cpd,swf,uncertained
8.3578,0.0901,0.0089,Flash Sale,cpd,jpg,sub-banner
52.9906,0.0408,0.0095,Flash Sale,cpm,swf,tips
227.2622,0.2567,0.0133,Cash/Coupon-Back,cpc,jpg,sub-banner
90.0982,0.006,0.0006,Price Drop,roi,swf,uncertained
671.9973,0.0246,0.0075,Spend & Save,cpc,swf,tips
140.12,0.04,0.0058,Price Drop,cpc,jpg,sub-banner
52.8075,0.2165,0.0068,Discount,cpd,swf,tips
5.1104,0.0511,0.0167,Spend & Save,cpc,jpg,banner
20.785,0.0097,0.0041,Flash Sale,cpm,jpg,tips
77.0511,0.13,0.0122,Cash/Coupon-Back,cpc,jpg,sub-banner
104.0238,0.1244,0.0106,Flash Sale,cpd,jpg,sub-banner
849.0889,0.0435,0.0048,Discount,roi,jpg,uncertained
45.638,0.1961,0.0127,Gift with Purchase,cpc,jpg,banner
498.8321,0.0101,0.0026,Price Drop,cpm,swf,tips
31.6344,0.0303,0.0014,Spend & Save,cpc,jpg,banner
4.9874,0.1189,0.0,Price Drop,cpc,gif,sub-banner
4.7165,0.0042,0.0106,Gift with Purchase,cpc,jpg,banner
55.534,0.183,0.0054,Spend & Save,cpc,jpg,banner
24.7051,0.1543,0.0047,Spend & Save,cpc,jpg,banner
115.5612,0.2068,0.012,Spend & Save,cpc,jpg,banner
31.4658,0.0755,0.003,Spend & Save,cpc,jpg,banner
436.0202,0.1903,0.0118,Spend & Save,cpc,jpg,banner
1100.5022,0.0288,0.0028,Discount,cpm,swf,uncertained
0.6922,0.0117,0.0102,Discount,cpm,swf,tips
4.8319,0.0863,0.0,Price Drop,cpc,gif,sub-banner
34.774,0.178,0.0145,Gift with Purchase,cpc,jpg,banner
5.072,0.1366,0.0,Price Drop,cpc,gif,sub-banner
657.8153,0.0377,0.0014,Discount,roi,swf,uncertained
716.8881,0.01,0.0014,Discount,cpm,swf,tips
5.367,0.1984,0.0,Price Drop,cpc,gif,sub-banner
689.053,0.0199,0.0041,Discount,cpm,swf,tips
85.5233,0.0091,0.0015,Flash Sale,roi,jpg,uncertained
1.9051,0.0553,0.0,Spend & Save,cpc,jpg,banner
967.4062,0.01,0.0011,Price Drop,roi,swf,uncertained
3.8765,0.0532,0.0008,Gift with Purchase,cpd,jpg,sub-banner
4.7832,0.0761,0.0,Price Drop,cpc,gif,sub-banner
39.3586,0.0434,0.0009,Discount,cpm,swf,uncertained
5.3817,0.2015,0.0,Price Drop,cpc,gif,sub-banner
2.3974,0.0467,0.0037,Gift with Purchase,cpc,jpg,banner
694.7954,0.0168,0.0032,Discount,cpm,swf,tips
414.5121,0.0353,0.0058,Flash Sale,roi,jpg,uncertained
5.4622,0.2184,0.0,Price Drop,cpc,gif,sub-banner
37.7069,0.0582,0.0044,Discount,cpd,swf,tips
837.3381,0.01,0.002,Spend & Save,cpd,jpg,sub-banner
170.1659,0.0176,0.0032,Flash Sale,roi,jpg,uncertained
3.6852,0.02,0.0017,Gift with Purchase,cpc,jpg,banner
404.9387,0.01,0.0008,Discount,roi,swf,uncertained
734.9108,0.13,0.009,Cash/Coupon-Back,cpc,jpg,sub-banner
56.5725,0.0431,0.0051,Discount,cpd,swf,tips
13.1511,0.2594,0.0108,Spend & Save,cpc,jpg,banner
4.6664,0.0516,0.0,Price Drop,cpc,gif,sub-banner
55.14,0.0738,0.0067,Discount,cpd,swf,tips
274.9501,0.0525,0.008,Cash/Coupon-Back,cpc,jpg,sub-banner
707.0579,0.0104,0.0022,Discount,cpm,swf,tips
39.8101,0.0538,0.0054,Discount,cpd,swf,tips
1019.4544,0.2253,0.0072,Discount,cpm,swf,tips
152.0797,0.01,0.0002,Price Drop,roi,swf,uncertained
20.7352,0.0097,0.004,Flash Sale,cpm,jpg,tips
161.1755,0.0151,0.0008,Price Drop,cpm,jpg,sub-banner
5.3957,0.2044,0.0,Price Drop,cpc,gif,sub-banner
51.333,0.0582,0.0104,Discount,cpd,swf,tips
1.9053,0.2235,0.0172,Spend & Save,cpc,jpg,banner
62.2419,0.0408,0.0035,Discount,cpd,swf,uncertained
61.3951,0.0076,0.0027,Flash Sale,roi,jpg,tips
5.414,0.2083,0.0,Price Drop,cpc,gif,sub-banner
1.4455,0.1833,0.0125,Spend & Save,cpc,jpg,banner
0.9569,0.01,0.0006,Discount,cpm,swf,tips
50.357,0.0246,0.0055,Flash Sale,cpm,jpg,tips
2.5911,0.0564,0.0048,Discount,cpm,swf,tips
124.9585,0.1667,0.0113,Spend & Save,cpc,jpg,banner
730.4332,0.01,0.002,Spend & Save,cpm,swf,tips
44.07,0.18,0.0141,Cash/Coupon-Back,cpc,jpg,sub-banner
4.6523,0.0487,0.0,Price Drop,cpc,gif,sub-banner
600.8346,0.0099,0.0025,Discount,roi,swf,uncertained
0.7497,0.3181,0.0001,Discount,cpm,swf,tips
0.6912,0.0064,0.0104,Discount,cpm,swf,tips
2.6384,0.0217,0.0018,Discount,cpm,swf,tips
689.1302,0.02,0.0041,Discount,cpm,swf,tips
483.8522,0.0052,0.0028,Discount,cpm,swf,tips
846.0756,0.0032,0.0005,Discount,cpm,swf,tips
401.7938,0.0198,0.0011,Discount,cpm,swf,tips
135.0795,0.0005,0.0001,Flash Sale,roi,jpg,uncertained
8.6112,0.2822,0.007,Discount,cpd,swf,uncertained
361.36,0.01,0.0026,Discount,roi,swf,uncertained
378.9966,0.0116,0.002,Discount,cpm,swf,tips
508.225,0.0673,0.002,Flash Sale,cpm,swf,tips
1.6893,0.0155,0.0013,Discount,cpm,swf,uncertained
1041.3269,0.1476,0.005,Discount,cpm,swf,tips
37.9211,0.0577,0.0045,Discount,cpd,swf,tips
5.1027,0.143,0.0,Price Drop,cpc,gif,sub-banner
5.0839,0.1391,0.0,Price Drop,cpc,gif,sub-banner
55.4746,0.0907,0.0077,Spend & Save,cpd,jpg,sub-banner
51.4326,0.0342,0.0039,Gift with Purchase,cpm,jpg,tips
3.8323,0.0006,0.0009,Gift with Purchase,cpc,jpg,banner
892.5077,0.01,0.0021,Discount,roi,swf,uncertained
39.87,0.04,0.0003,Discount,roi,swf,uncertained
198.6941,0.0099,0.0009,Discount,roi,swf,uncertained
47.6099,0.2263,0.0158,Gift with Purchase,cpc,jpg,banner
29.6452,0.1389,0.0132,Gift with Purchase,cpc,jpg,banner
4.6361,0.0453,0.0,Price Drop,cpc,gif,sub-banner
52.8991,0.177,0.0044,Spend & Save,cpc,jpg,banner
513.5438,0.0229,0.0004,Price Drop,cpm,swf,tips
18.1305,0.2228,0.0064,Price Drop,cpc,jpg,banner
56.7231,0.2159,0.011,Spend & Save,cpc,jpg,banner
289.5862,0.0047,0.0017,Gift with Purchase,roi,jpg,uncertained
9.9628,0.1443,0.0089,Gift with Purchase,cpc,jpg,banner
2.6547,0.0478,0.0041,Discount,cpm,swf,tips
18.3262,0.099,0.0059,Gift with Purchase,cpc,jpg,banner
4.6784,0.0541,0.0,Price Drop,cpc,gif,sub-banner
3.5156,0.0868,0.0099,Gift with Purchase,cpc,jpg,banner
